# onset(ms)	end(ms)	label
170620	170667	L0T170620M104L0_
170667	170713	L0T170667M104L0_
170713	170760	L0T170713M127L0_L1T170713M14L1_
170760	170806	L0T170760M23L0_
170806	170852	L0T170806M23L0_
170852	170899	L0T170852M128L0_L1T170852M2L1_L2T170852M1L2_
170899	170945	L0T170899M128L0_
170945	170992	L0T170945M128L0_
170992	171038	L0T170992M128L0_
171038	171085	L0T171038M128L0_
171085	171131	L0T171085M128L0_
171131	171178	L0T171131M128L0_
171178	171224	L0T171178M128L0_
171224	171270	L0T171224M128L0_
171270	171317	L0T171270M128L0_
171317	171363	L0T171317M128L0_
171363	171410	L0T171363M128L0_
171410	171456	L0T171410M128L0_
171456	171503	L0T171456M128L0_
171503	171549	L0T171503M128L0_
171549	171595	L0T171549M128L0_
171595	171642	L0T171595M128L0_
171642	171688	L0T171642M128L0_
171688	171735	L0T171688M128L0_
171735	171781	L0T171735M128L0_
171781	171828	L0T171781M128L0_
171828	171874	L0T171828M128L0_
171874	171921	L0T171874M128L0_
171921	171967	L0T171921M128L0_
171967	172013	L0T171967M128L0_
172013	172060	L0T172013M128L0_
172060	172106	L0T172060M128L0_
172106	172153	L0T172106M128L0_
172153	172199	L0T172153M128L0_
172199	172246	L0T172199M0L0_L1T172199M0L1_
172246	172292	L0T172246M65L0_
172292	172339	L0T172292M0L0_L1T172292M0L1_
172339	172385	L0T172339M3L0_
172385	172431	L0T172385M84L0_L1T172385M4L1_L2T172385M1L2_
172431	172478	L0T172431M84L0_
172478	172524	L0T172478M84L0_
172524	172571	L0T172524M84L0_
172571	172617	L0T172571M84L0_
172617	172664	L0T172617M84L0_
172664	172710	L0T172664M83L0_L1T172664M31L1_
172710	172756	L0T172710M83L0_
172756	172803	L0T172756M83L0_
172803	172849	L0T172803M3L0_L1T172803M0L1_
172849	172896	L0T172849M5L0_
172896	172942	L0T172896M5L0_
172942	172989	L0T172942M5L0_
172989	173035	L0T172989M1L0_L1T172989M34L1_
173035	173082	L0T173035M65L0_
173082	173128	L0T173082M5L0_L1T173082M0L1_
173128	173174	L0T173128M10L0_
173174	173221	L0T173174M10L0_
173221	173267	L0T173221M10L0_
173267	173314	L0T173267M10L0_
173314	173360	L0T173314M10L0_
173360	173407	L0T173360M10L0_
173407	173453	L0T173407M10L0_
173453	173500	L0T173453M0L0_L1T173453M0L1_
173500	173546	L0T173500M0L0_
173546	173592	L0T173546M0L0_
173592	173639	L0T173592M3L0_L1T173592M5L1_L2T173592M1L2_
173639	173685	L0T173639M12L0_
173685	173732	L0T173685M12L0_
173732	173778	L0T173732M3L0_L1T173732M0L1_
173778	173825	L0T173778M3L0_
173825	173871	L0T173825M5L0_L1T173825M0L1_
173871	173917	L0T173871M10L0_
173917	173964	L0T173917M12L0_L1T173917M6L1_L2T173917M1L2_
173964	174010	L0T173964M0L0_
174010	174057	L0T174010M0L0_
174057	174103	L0T174057M28L0_L1T174057M6L1_
174103	174150	L0T174103M13L0_
174150	174196	L0T174150M3L0_
174196	174243	L0T174196M28L0_
174243	174289	L0T174243M28L0_
174289	174335	L0T174289M13L0_L1T174289M6L1_
174335	174382	L0T174335M3L0_
174382	174428	L0T174382M28L0_L1T174382M6L1_
174428	174475	L0T174428M28L0_
174475	174521	L0T174475M13L0_L1T174475M6L1_
174521	174568	L0T174521M3L0_
174568	174614	L0T174568M2L0_L1T174568M6L1_
174614	174660	L0T174614M3L0_
174660	174707	L0T174660M3L0_
174707	174753	L0T174707M3L0_
174753	174800	L0T174753M3L0_
174800	174846	L0T174800M87L0_L1T174800M6L1_
174846	174893	L0T174846M87L0_
174893	174939	L0T174893M87L0_
174939	174986	L0T174939M13L0_L1T174939M2L1_L2T174939M1L2_
174986	175032	L0T174986M3L0_
175032	175078	L0T175032M3L0_
175078	175125	L0T175078M3L0_
175125	175171	L0T175125M3L0_
175171	175218	L0T175171M3L0_
175218	175264	L0T175218M3L0_
175264	175311	L0T175264M3L0_
175311	175357	L0T175311M3L0_
175357	175404	L0T175357M3L0_
175404	175450	L0T175404M3L0_
175450	175496	L0T175450M3L0_
175496	175543	L0T175496M3L0_
175543	175589	L0T175543M33L0_L1T175543M8L1_
175589	175636	L0T175589M20L0_
175636	175682	L0T175636M20L0_
175682	175729	L0T175682M129L0_L1T175682M35L1_
175729	175775	L0T175729M20L0_
175775	175821	L0T175775M20L0_
175821	175868	L0T175821M130L0_L1T175821M2L1_L2T175821M1L2_
175868	175914	L0T175868M131L0_
175914	175961	L0T175914M3L0_L1T175914M0L1_
175961	176007	L0T175961M132L0_
176007	176054	L0T176007M21L0_L1T176007M0L1_
176054	176100	L0T176054M21L0_
176100	176147	L0T176100M21L0_
176147	176193	L0T176147M21L0_
176193	176239	L0T176193M21L0_
176239	176286	L0T176239M48L0_L1T176239M32L1_L2T176239M1L2_
176286	176332	L0T176286M48L0_
176332	176379	L0T176332M48L0_
176379	176425	L0T176379M3L0_L1T176379M4L1_
176425	176472	L0T176425M49L0_
176472	176518	L0T176472M49L0_
176518	176565	L0T176518M49L0_
176565	176611	L0T176565M49L0_
176611	176657	L0T176611M49L0_
176657	176704	L0T176657M49L0_
176704	176750	L0T176704M133L0_L1T176704M4L1_
176750	176797	L0T176750M48L0_
176797	176843	L0T176797M3L0_L1T176797M25L1_L2T176797M1L2_
176843	176890	L0T176843M21L0_
176890	176936	L0T176890M48L0_L1T176890M0L1_
176936	176982	L0T176936M3L0_
176982	177029	L0T176982M0L0_L1T176982M1L1_
177029	177075	L0T177029M24L0_
177075	177122	L0T177075M23L0_L1T177075M1L1_
177122	177168	L0T177122M24L0_
177168	177215	L0T177168M24L0_
177215	177261	L0T177215M24L0_
177261	177308	L0T177261M24L0_
177308	177354	L0T177308M24L0_
177354	177400	L0T177354M24L0_
177400	177447	L0T177400M24L0_
177447	177493	L0T177447M24L0_
177493	177540	L0T177493M24L0_
177540	177586	L0T177540M24L0_
177586	177633	L0T177586M24L0_
177633	177679	L0T177633M25L0_L1T177633M1L1_
177679	177726	L0T177679M25L0_
177726	177772	L0T177726M2L0_L1T177726M1L1_
177772	177818	L0T177772M2L0_
177818	177865	L0T177818M2L0_
177865	177911	L0T177865M2L0_
177911	177958	L0T177911M2L0_
177958	178004	L0T177958M26L0_L1T177958M2L1_L2T177958M1L2_
178004	178051	L0T178004M26L0_
178051	178097	L0T178051M26L0_
178097	178143	L0T178097M26L0_
178143	178190	L0T178143M26L0_
178190	178236	L0T178190M26L0_
178236	178283	L0T178236M26L0_
178283	178329	L0T178283M26L0_
178329	178376	L0T178329M26L0_
178376	178422	L0T178376M26L0_
178422	178469	L0T178422M60L0_L1T178422M20L1_
178469	178515	L0T178469M60L0_
178515	178561	L0T178515M59L0_L1T178515M20L1_
178561	178608	L0T178561M60L0_
178608	178654	L0T178608M26L0_
178654	178701	L0T178654M27L0_L1T178654M7L1_L2T178654M1L2_
178701	178747	L0T178701M1L0_
178747	178794	L0T178747M1L0_
178794	178840	L0T178794M2L0_L1T178794M1L1_
178840	178887	L0T178840M28L0_
178887	178933	L0T178887M28L0_
178933	178979	L0T178933M13L0_L1T178933M6L1_
178979	179026	L0T178979M3L0_
179026	179072	L0T179026M28L0_L1T179026M6L1_
179072	179119	L0T179072M28L0_
179119	179165	L0T179119M13L0_L1T179119M6L1_
179165	179212	L0T179165M3L0_
179212	179258	L0T179212M28L0_L1T179212M6L1_
179258	179304	L0T179258M28L0_
179304	179351	L0T179304M13L0_L1T179304M6L1_
179351	179397	L0T179351M3L0_
179397	179444	L0T179397M2L0_L1T179397M6L1_
179444	179490	L0T179444M14L0_
179490	179537	L0T179490M3L0_L1T179490M6L1_
179537	179583	L0T179537M28L0_
179583	179630	L0T179583M28L0_
179630	179676	L0T179630M13L0_L1T179630M6L1_
179676	179722	L0T179676M3L0_
179722	179769	L0T179722M28L0_L1T179722M6L1_
179769	179815	L0T179769M28L0_
179815	179862	L0T179815M13L0_L1T179815M6L1_
179862	179908	L0T179862M13L0_
179908	179955	L0T179908M3L0_L1T179908M1L1_L2T179908M1L2_
179955	180001	L0T179955M3L0_
180001	180048	L0T180001M3L0_
180048	180094	L0T180048M134L0_L1T180048M12L1_
180094	180140	L0T180094M134L0_
180140	180187	L0T180140M134L0_
180187	180233	L0T180187M134L0_
180233	180280	L0T180233M134L0_
180280	180326	L0T180280M134L0_
180326	180373	L0T180326M30L0_L1T180326M13L1_
180373	180419	L0T180373M50L0_
180419	180465	L0T180419M30L0_L1T180419M13L1_
180465	180512	L0T180465M51L0_
180512	180558	L0T180512M51L0_
180558	180605	L0T180558M51L0_
180605	180651	L0T180605M51L0_
180651	180698	L0T180651M51L0_
180698	180744	L0T180698M51L0_
180744	180791	L0T180744M51L0_
180791	180837	L0T180791M135L0_L1T180791M0L1_L2T180791M8L2_L3T180791M1L3_
180837	180883	L0T180837M135L0_
180883	180930	L0T180883M135L0_
180930	180976	L0T180930M135L0_
180976	181023	L0T180976M135L0_
181023	181069	L0T181023M135L0_
181069	181116	L0T181069M135L0_
181116	181162	L0T181116M135L0_
181162	181209	L0T181162M135L0_
181209	181255	L0T181209M135L0_
181255	181301	L0T181255M53L0_L1T181255M13L1_
181301	181348	L0T181301M53L0_
181348	181394	L0T181348M53L0_
181394	181441	L0T181394M53L0_
181441	181487	L0T181441M53L0_
181487	181534	L0T181487M53L0_
181534	181580	L0T181534M53L0_
181580	181626	L0T181580M53L0_
181626	181673	L0T181626M53L0_
181673	181719	L0T181673M31L0_L1T181673M4L1_L2T181673M8L2_
181719	181766	L0T181719M31L0_
181766	181812	L0T181766M3L0_L1T181766M4L1_
181812	181859	L0T181812M44L0_
181859	181905	L0T181859M24L0_
181905	181952	L0T181905M44L0_L1T181905M37L1_L2T181905M8L2_
181952	181998	L0T181952M32L0_
181998	182044	L0T181998M32L0_
182044	182091	L0T182044M32L0_
182091	182137	L0T182091M32L0_
182137	182184	L0T182137M32L0_
182184	182230	L0T182184M31L0_L1T182184M37L1_
182230	182277	L0T182230M32L0_
182277	182323	L0T182277M32L0_
182323	182370	L0T182323M32L0_
182370	182416	L0T182370M32L0_
182416	182462	L0T182416M0L0_L1T182416M0L1_L2T182416M1L2_L3T182416M1L3_
182462	182509	L0T182462M0L0_
182509	182555	L0T182509M0L0_
182555	182602	L0T182555M0L0_
182602	182648	L0T182602M0L0_
182648	182695	L0T182648M0L0_
182695	182741	L0T182695M0L0_
182741	182787	L0T182741M10L0_L1T182741M0L1_
182787	182834	L0T182787M10L0_
182834	182880	L0T182834M10L0_
182880	182927	L0T182880M10L0_
182927	182973	L0T182927M10L0_
182973	183020	L0T182973M10L0_
183020	183066	L0T183020M10L0_
183066	183113	L0T183066M10L0_
183113	183159	L0T183113M0L0_L1T183113M5L1_L2T183113M1L2_
183159	183205	L0T183159M3L0_
183205	183252	L0T183205M12L0_
183252	183298	L0T183252M12L0_
183298	183345	L0T183298M3L0_L1T183298M5L1_
183345	183391	L0T183345M3L0_
183391	183438	L0T183391M5L0_L1T183391M2L1_
183438	183484	L0T183438M10L0_
183484	183531	L0T183484M12L0_L1T183484M0L1_
183531	183577	L0T183531M0L0_
183577	183623	L0T183577M0L0_
183623	183670	L0T183623M28L0_L1T183623M6L1_
183670	183716	L0T183670M13L0_
183716	183763	L0T183716M3L0_
183763	183809	L0T183763M28L0_
183809	183856	L0T183809M28L0_
183856	183902	L0T183856M13L0_L1T183856M6L1_
183902	183948	L0T183902M3L0_
183948	183995	L0T183948M28L0_L1T183948M6L1_
183995	184041	L0T183995M28L0_
184041	184088	L0T184041M13L0_L1T184041M6L1_
184088	184134	L0T184088M3L0_
184134	184181	L0T184134M2L0_L1T184134M6L1_
184181	184227	L0T184181M3L0_
184227	184274	L0T184227M3L0_
184274	184320	L0T184274M3L0_
184320	184366	L0T184320M3L0_
184366	184413	L0T184366M87L0_L1T184366M27L1_L2T184366M1L2_
184413	184459	L0T184413M87L0_
184459	184506	L0T184459M87L0_
184506	184552	L0T184506M136L0_L1T184506M6L1_
184552	184599	L0T184552M13L0_
184599	184645	L0T184599M3L0_L1T184599M6L1_
184645	184692	L0T184645M3L0_
184692	184738	L0T184692M3L0_
184738	184784	L0T184738M3L0_
184784	184831	L0T184784M3L0_
184831	184877	L0T184831M3L0_
184877	184924	L0T184877M30L0_L1T184877M32L1_L2T184877M6L2_L3T184877M1L3_
184924	184970	L0T184924M100L0_
184970	185017	L0T184970M100L0_
185017	185063	L0T185017M100L0_
185063	185109	L0T185063M100L0_
185109	185156	L0T185109M137L0_L1T185109M32L1_
185156	185202	L0T185156M137L0_
185202	185249	L0T185202M33L0_L1T185202M10L1_L2T185202M4L2_
185249	185295	L0T185249M33L0_
185295	185342	L0T185295M20L0_L1T185295M10L1_
185342	185388	L0T185342M33L0_
185388	185435	L0T185388M3L0_L1T185388M0L1_L2T185388M1L2_
185435	185481	L0T185435M13L0_
185481	185527	L0T185481M56L0_L1T185481M3L1_
185527	185574	L0T185527M0L0_
185574	185620	L0T185574M3L0_L1T185574M0L1_L2T185574M1L2_
185620	185667	L0T185620M57L0_
185667	185713	L0T185667M57L0_
185713	185760	L0T185713M21L0_L1T185713M3L1_
185760	185806	L0T185760M21L0_
185806	185853	L0T185806M21L0_
185853	185899	L0T185853M21L0_
185899	185945	L0T185899M21L0_
185945	185992	L0T185945M21L0_
185992	186038	L0T185992M138L0_L1T185992M17L1_
186038	186085	L0T186038M138L0_
186085	186131	L0T186085M48L0_L1T186085M8L1_L2T186085M4L2_L3T186085M1L3_
186131	186178	L0T186131M58L0_
186178	186224	L0T186178M139L0_L1T186178M8L1_
186224	186270	L0T186224M139L0_
186270	186317	L0T186270M139L0_
186317	186363	L0T186317M139L0_
186363	186410	L0T186363M139L0_
186410	186456	L0T186410M139L0_
186456	186503	L0T186456M124L0_L1T186456M32L1_L2T186456M1L2_
186503	186549	L0T186503M124L0_
186549	186596	L0T186549M99L0_L1T186549M33L1_
186596	186642	L0T186596M99L0_
186642	186688	L0T186642M24L0_L1T186642M39L1_
186688	186735	L0T186688M23L0_
186735	186781	L0T186735M24L0_
186781	186828	L0T186781M140L0_L1T186781M40L1_
186828	186874	L0T186828M140L0_
186874	186921	L0T186874M140L0_
186921	186967	L0T186921M140L0_
186967	187014	L0T186967M140L0_
187014	187060	L0T187014M140L0_
187060	187106	L0T187060M141L0_L1T187060M39L1_
187106	187153	L0T187106M142L0_
187153	187199	L0T187153M141L0_L1T187153M1L1_
187199	187246	L0T187199M1L0_
187246	187292	L0T187246M1L0_
187292	187339	L0T187292M23L0_L1T187292M1L1_
187339	187385	L0T187339M1L0_
187385	187431	L0T187385M1L0_
187431	187478	L0T187431M1L0_
187478	187524	L0T187478M1L0_
187524	187571	L0T187524M23L0_L1T187524M7L1_L2T187524M1L2_
187571	187617	L0T187571M23L0_
187617	187664	L0T187617M23L0_
187664	187710	L0T187664M23L0_
187710	187757	L0T187710M23L0_
187757	187803	L0T187757M1L0_L1T187757M7L1_
187803	187849	L0T187803M1L0_
187849	187896	L0T187849M1L0_
187896	187942	L0T187896M59L0_L1T187896M4L1_L2T187896M3L2_L3T187896M1L3_
187942	187989	L0T187942M60L0_
187989	188035	L0T187989M1L0_L1T187989M20L1_
188035	188082	L0T188035M60L0_
188082	188128	L0T188082M1L0_L1T188082M20L1_
188128	188175	L0T188128M60L0_
188175	188221	L0T188175M1L0_L1T188175M7L1_L2T188175M1L2_
188221	188267	L0T188221M1L0_
188267	188314	L0T188267M59L0_L1T188267M1L1_
188314	188360	L0T188314M1L0_
188360	188407	L0T188360M1L0_
188407	188453	L0T188407M59L0_L1T188407M6L1_
188453	188500	L0T188453M40L0_
188500	188546	L0T188500M40L0_
188546	188592	L0T188546M40L0_
188592	188639	L0T188592M40L0_
188639	188685	L0T188639M40L0_
188685	188732	L0T188685M40L0_
188732	188778	L0T188732M40L0_
188778	188825	L0T188778M40L0_
188825	188871	L0T188825M40L0_
188871	188918	L0T188871M14L0_L1T188871M6L1_
188918	188964	L0T188918M0L0_
188964	189010	L0T188964M1L0_L1T188964M6L1_
189010	189057	L0T189010M1L0_
189057	189103	L0T189057M1L0_
189103	189150	L0T189103M1L0_
189150	189196	L0T189150M1L0_
189196	189243	L0T189196M1L0_
189243	189289	L0T189243M1L0_
189289	189336	L0T189289M1L0_
189336	189382	L0T189336M1L0_
189382	189428	L0T189382M1L0_
189428	189475	L0T189428M3L0_L1T189428M41L1_L2T189428M1L2_
189475	189521	L0T189475M143L0_
189521	189568	L0T189521M144L0_L1T189521M42L1_
189568	189614	L0T189568M144L0_
189614	189661	L0T189614M145L0_L1T189614M1L1_
189661	189707	L0T189661M145L0_
189707	189753	L0T189707M1L0_L1T189707M1L1_
189753	189800	L0T189753M104L0_
189800	189846	L0T189800M104L0_
189846	189893	L0T189846M104L0_
189893	189939	L0T189893M1L0_L1T189893M1L1_
189939	189986	L0T189939M1L0_
189986	190032	L0T189986M40L0_L1T189986M2L1_L2T189986M1L2_
190032	190079	L0T190032M40L0_
190079	190125	L0T190079M40L0_
190125	190171	L0T190125M40L0_
190171	190218	L0T190171M40L0_
190218	190264	L0T190218M40L0_
190264	190311	L0T190264M40L0_
190311	190357	L0T190311M40L0_
190357	190404	L0T190357M146L0_L1T190357M20L1_
190404	190450	L0T190404M23L0_
190450	190497	L0T190450M60L0_L1T190450M20L1_
190497	190543	L0T190497M1L0_
190543	190589	L0T190543M1L0_
190589	190636	L0T190589M26L0_L1T190589M20L1_
190636	190682	L0T190636M49L0_
190682	190729	L0T190682M1L0_L1T190682M20L1_
190729	190775	L0T190729M62L0_
190775	190822	L0T190775M1L0_L1T190775M4L1_L2T190775M1L2_
190822	190868	L0T190822M1L0_
190868	190914	L0T190868M1L0_
190914	190961	L0T190914M40L0_L1T190914M4L1_
190961	191007	L0T190961M40L0_
191007	191054	L0T191007M40L0_
191054	191100	L0T191054M40L0_
191100	191147	L0T191100M40L0_
191147	191193	L0T191147M40L0_
191193	191240	L0T191193M40L0_
191240	191286	L0T191240M40L0_
191286	191332	L0T191286M40L0_
191332	191379	L0T191332M40L0_
191379	191425	L0T191379M40L0_
191425	191472	L0T191425M32L0_L1T191425M4L1_
191472	191518	L0T191472M32L0_
191518	191565	L0T191518M32L0_
191565	191611	L0T191565M147L0_L1T191565M4L1_
191611	191658	L0T191611M147L0_
191658	191704	L0T191658M147L0_
191704	191750	L0T191704M147L0_
191750	191797	L0T191750M147L0_
191797	191843	L0T191797M147L0_
191843	191890	L0T191843M147L0_
191890	191936	L0T191890M44L0_L1T191890M39L1_L2T191890M1L2_
191936	191983	L0T191936M44L0_
191983	192029	L0T191983M148L0_L1T191983M1L1_
192029	192075	L0T192029M0L0_
192075	192122	L0T192075M0L0_
192122	192168	L0T192122M0L0_
192168	192215	L0T192168M0L0_
192215	192261	L0T192215M0L0_
192261	192308	L0T192261M0L0_
192308	192354	L0T192308M10L0_L1T192308M1L1_
192354	192401	L0T192354M10L0_
192401	192447	L0T192401M10L0_
192447	192493	L0T192447M10L0_
192493	192540	L0T192493M10L0_
192540	192586	L0T192540M10L0_
192586	192633	L0T192586M10L0_
192633	192679	L0T192633M10L0_
192679	192726	L0T192679M10L0_
192726	192772	L0T192726M10L0_
192772	192819	L0T192772M1L0_L1T192772M2L1_L2T192772M1L2_
192819	192865	L0T192819M11L0_
192865	192911	L0T192865M11L0_
192911	192958	L0T192911M11L0_
192958	193004	L0T192958M11L0_
193004	193051	L0T193004M11L0_
193051	193097	L0T193051M11L0_
193097	193144	L0T193097M11L0_
193144	193190	L0T193144M11L0_
193190	193236	L0T193190M11L0_
193236	193283	L0T193236M13L0_L1T193236M6L1_
193283	193329	L0T193283M3L0_
193329	193376	L0T193329M13L0_
193376	193422	L0T193376M3L0_L1T193376M6L1_
193422	193469	L0T193422M13L0_
193469	193515	L0T193469M3L0_L1T193469M6L1_
193515	193562	L0T193515M13L0_
193562	193608	L0T193562M3L0_L1T193562M6L1_
193608	193654	L0T193608M13L0_
193654	193701	L0T193654M3L0_L1T193654M6L1_
193701	193747	L0T193701M13L0_
193747	193794	L0T193747M3L0_L1T193747M6L1_
193794	193840	L0T193794M14L0_
193840	193887	L0T193840M15L0_L1T193840M6L1_
193887	193933	L0T193887M15L0_
193933	193980	L0T193933M15L0_
193980	194026	L0T193980M13L0_L1T193980M6L1_
194026	194072	L0T194026M47L0_
194072	194119	L0T194072M87L0_L1T194072M6L1_
194119	194165	L0T194119M87L0_
194165	194212	L0T194165M47L0_L1T194165M6L1_
194212	194258	L0T194212M87L0_
194258	194305	L0T194258M13L0_L1T194258M41L1_L2T194258M1L2_
194305	194351	L0T194305M16L0_
194351	194397	L0T194351M149L0_L1T194351M1L1_
194397	194444	L0T194397M89L0_
194444	194490	L0T194444M89L0_
194490	194537	L0T194490M1L0_L1T194490M29L1_
194537	194583	L0T194537M89L0_
194583	194630	L0T194583M89L0_
194630	194676	L0T194630M1L0_L1T194630M29L1_
194676	194723	L0T194676M89L0_
194723	194769	L0T194723M48L0_L1T194723M0L1_L2T194723M1L2_
194769	194815	L0T194769M3L0_
194815	194862	L0T194815M20L0_
194862	194908	L0T194862M20L0_
194908	194955	L0T194908M20L0_
194955	195001	L0T194955M20L0_
195001	195048	L0T195001M20L0_
195048	195094	L0T195048M3L0_L1T195048M0L1_
195094	195140	L0T195094M13L0_
195140	195187	L0T195140M0L0_L1T195140M0L1_
195187	195233	L0T195187M21L0_
195233	195280	L0T195233M21L0_
195280	195326	L0T195280M21L0_
195326	195373	L0T195326M21L0_
195373	195419	L0T195373M21L0_
195419	195466	L0T195419M21L0_
195466	195512	L0T195466M48L0_L1T195466M1L1_L2T195466M1L2_
195512	195558	L0T195512M48L0_
195558	195605	L0T195558M48L0_
195605	195651	L0T195605M3L0_L1T195605M1L1_
195651	195698	L0T195651M20L0_
195698	195744	L0T195698M20L0_
195744	195791	L0T195744M20L0_
195791	195837	L0T195791M20L0_
195837	195884	L0T195837M20L0_
195884	195930	L0T195884M20L0_
195930	195976	L0T195930M20L0_
195976	196023	L0T195976M20L0_
196023	196069	L0T196023M20L0_
196069	196116	L0T196069M20L0_
196116	196162	L0T196116M20L0_
196162	196209	L0T196162M20L0_
196209	196255	L0T196209M1L0_L1T196209M43L1_L2T196209M1L2_
196255	196301	L0T196255M24L0_
196301	196348	L0T196301M23L0_L1T196301M0L1_
196348	196394	L0T196348M24L0_
196394	196441	L0T196394M24L0_
196441	196487	L0T196441M24L0_
196487	196534	L0T196487M24L0_
196534	196580	L0T196534M24L0_
196580	196627	L0T196580M24L0_
196627	196673	L0T196627M24L0_
196673	196719	L0T196673M24L0_
196719	196766	L0T196719M24L0_
196766	196812	L0T196766M24L0_
196812	196859	L0T196812M25L0_L1T196812M1L1_
196859	196905	L0T196859M25L0_
196905	196952	L0T196905M1L0_L1T196905M1L1_
196952	196998	L0T196952M1L0_
196998	197045	L0T196998M2L0_L1T196998M1L1_
197045	197091	L0T197045M26L0_
197091	197137	L0T197091M27L0_L1T197091M1L1_
197137	197184	L0T197137M1L0_
197184	197230	L0T197184M1L0_
197230	197277	L0T197230M1L0_
197277	197323	L0T197277M1L0_
197323	197370	L0T197323M1L0_
197370	197416	L0T197370M1L0_
197416	197462	L0T197416M150L0_L1T197416M2L1_L2T197416M1L2_
197462	197509	L0T197462M1L0_
197509	197555	L0T197509M1L0_
197555	197602	L0T197555M1L0_
197602	197648	L0T197602M1L0_
197648	197695	L0T197648M1L0_
197695	197741	L0T197695M60L0_L1T197695M20L1_
197741	197788	L0T197741M23L0_
197788	197834	L0T197788M1L0_L1T197788M20L1_
197834	197880	L0T197834M26L0_
197880	197927	L0T197880M27L0_
197927	197973	L0T197927M1L0_L1T197927M7L1_L2T197927M1L2_
197973	198020	L0T197973M1L0_
198020	198066	L0T198020M1L0_
198066	198113	L0T198066M1L0_
198113	198159	L0T198113M28L0_L1T198113M6L1_
198159	198206	L0T198159M28L0_
198206	198252	L0T198206M13L0_L1T198206M6L1_
198252	198298	L0T198252M3L0_
198298	198345	L0T198298M28L0_L1T198298M6L1_
198345	198391	L0T198345M28L0_
198391	198438	L0T198391M13L0_L1T198391M6L1_
198438	198484	L0T198438M3L0_
198484	198531	L0T198484M28L0_L1T198484M6L1_
198531	198577	L0T198531M0L0_
198577	198623	L0T198577M1L0_L1T198577M6L1_
198623	198670	L0T198623M1L0_
198670	198716	L0T198670M1L0_
198716	198763	L0T198716M1L0_
198763	198809	L0T198763M1L0_
198809	198856	L0T198809M1L0_
198856	198902	L0T198856M1L0_
198902	198949	L0T198902M1L0_
198949	198995	L0T198949M1L0_
198995	199041	L0T198995M1L0_
199041	199088	L0T199041M1L0_
199088	199134	L0T199088M1L0_
199134	199181	L0T199134M1L0_
199181	199227	L0T199181M1L0_
199227	199274	L0T199227M29L0_L1T199227M12L1_L2T199227M8L2_L3T199227M1L3_
199274	199320	L0T199274M29L0_
199320	199367	L0T199320M29L0_
199367	199413	L0T199367M30L0_L1T199367M13L1_
199413	199459	L0T199413M134L0_
199459	199506	L0T199459M134L0_
199506	199552	L0T199506M52L0_L1T199506M13L1_
199552	199599	L0T199552M53L0_
199599	199645	L0T199599M31L0_L1T199599M13L1_
199645	199692	L0T199645M51L0_
199692	199738	L0T199692M51L0_
199738	199784	L0T199738M51L0_
199784	199831	L0T199784M51L0_
199831	199877	L0T199831M51L0_
199877	199924	L0T199877M51L0_
199924	199970	L0T199924M51L0_
199970	200017	L0T199970M151L0_L1T199970M44L1_L2T199970M9L2_
200017	200063	L0T200017M152L0_
200063	200110	L0T200063M151L0_L1T200063M45L1_
200110	200156	L0T200110M153L0_
200156	200202	L0T200156M153L0_
200202	200249	L0T200202M153L0_
200249	200295	L0T200249M154L0_L1T200249M44L1_L2T200249M8L2_L3T200249M1L3_
200295	200342	L0T200295M154L0_
200342	200388	L0T200342M31L0_L1T200342M4L1_
200388	200435	L0T200388M31L0_
200435	200481	L0T200435M30L0_L1T200435M13L1_
200481	200528	L0T200481M30L0_
200528	200574	L0T200528M30L0_
200574	200620	L0T200574M53L0_L1T200574M13L1_
200620	200667	L0T200620M53L0_
200667	200713	L0T200667M53L0_
200713	200760	L0T200713M53L0_
200760	200806	L0T200760M53L0_
200806	200853	L0T200806M53L0_
200853	200899	L0T200853M31L0_L1T200853M13L1_
200899	200945	L0T200899M31L0_
200945	200992	L0T200945M3L0_L1T200945M0L1_L2T200945M8L2_
200992	201038	L0T200992M96L0_
201038	201085	L0T201038M32L0_L1T201038M13L1_
201085	201131	L0T201085M32L0_
201131	201178	L0T201131M32L0_
201178	201224	L0T201178M32L0_
201224	201271	L0T201224M32L0_
201271	201317	L0T201271M32L0_
201317	201363	L0T201317M155L0_L1T201317M37L1_
201363	201410	L0T201363M32L0_
201410	201456	L0T201410M155L0_L1T201410M13L1_
201456	201503	L0T201456M32L0_
201503	201549	L0T201503M32L0_
201549	201596	L0T201549M3L0_L1T201549M39L1_
201596	201642	L0T201596M141L0_
201642	201689	L0T201642M10L0_L1T201642M0L1_L2T201642M1L2_L3T201642M1L3_
201689	201735	L0T201689M12L0_
201735	201781	L0T201735M5L0_L1T201735M0L1_
201781	201828	L0T201781M5L0_
201828	201874	L0T201828M3L0_L1T201828M0L1_
201874	201921	L0T201874M5L0_
201921	201967	L0T201921M10L0_L1T201921M0L1_
201967	202014	L0T201967M10L0_
202014	202060	L0T202014M10L0_
202060	202106	L0T202060M10L0_
202106	202153	L0T202106M10L0_
202153	202199	L0T202153M10L0_
202199	202246	L0T202199M10L0_
202246	202292	L0T202246M0L0_L1T202246M0L1_
202292	202339	L0T202292M0L0_
202339	202385	L0T202339M0L0_
202385	202432	L0T202385M3L0_L1T202385M5L1_L2T202385M1L2_
202432	202478	L0T202432M12L0_
202478	202524	L0T202478M12L0_
