# onset(ms)	end(ms)	label
67988	68034	L0T67988M3L0_L1T67988M5L1_
68034	68081	L0T68034M12L0_
68081	68127	L0T68081M12L0_
68127	68174	L0T68127M3L0_L1T68127M0L1_L2T68127M1L2_
68174	68220	L0T68174M3L0_
68220	68267	L0T68220M5L0_L1T68220M0L1_
68267	68313	L0T68267M10L0_
68313	68360	L0T68313M12L0_L1T68313M6L1_L2T68313M1L2_
68360	68406	L0T68360M0L0_
68406	68452	L0T68406M0L0_
68452	68499	L0T68452M28L0_L1T68452M6L1_
68499	68545	L0T68499M13L0_
68545	68592	L0T68545M3L0_
68592	68638	L0T68592M28L0_
68638	68685	L0T68638M28L0_
68685	68731	L0T68685M13L0_L1T68685M6L1_
68731	68778	L0T68731M3L0_
68778	68824	L0T68778M28L0_L1T68778M6L1_
68824	68870	L0T68824M28L0_
68870	68917	L0T68870M13L0_L1T68870M6L1_
68917	68963	L0T68917M3L0_
68963	69010	L0T68963M2L0_L1T68963M6L1_
69010	69056	L0T69010M3L0_
69056	69103	L0T69056M3L0_
69103	69149	L0T69103M3L0_
69149	69195	L0T69149M3L0_
69195	69242	L0T69195M3L0_
69242	69288	L0T69242M3L0_
69288	69335	L0T69288M3L0_
69335	69381	L0T69335M3L0_
69381	69428	L0T69381M3L0_
69428	69474	L0T69428M3L0_
69474	69521	L0T69474M3L0_
69521	69567	L0T69521M3L0_
69567	69613	L0T69567M3L0_
69613	69660	L0T69613M3L0_
69660	69706	L0T69660M3L0_
69706	69753	L0T69706M3L0_
69753	69799	L0T69753M3L0_
69799	69846	L0T69799M3L0_
69846	69892	L0T69846M54L0_L1T69846M17L1_L2T69846M4L2_L3T69846M1L3_
69892	69939	L0T69892M55L0_
69939	69985	L0T69939M20L0_L1T69939M10L1_
69985	70031	L0T69985M33L0_
70031	70078	L0T70031M33L0_
70078	70124	L0T70078M20L0_L1T70078M10L1_
70124	70171	L0T70124M33L0_
70171	70217	L0T70171M3L0_L1T70171M6L1_L2T70171M1L2_
70217	70264	L0T70217M13L0_
70264	70310	L0T70264M56L0_L1T70264M8L1_
70310	70356	L0T70310M0L0_
70356	70403	L0T70356M57L0_L1T70356M18L1_
70403	70449	L0T70403M57L0_
70449	70496	L0T70449M21L0_L1T70449M0L1_L2T70449M1L2_
70496	70542	L0T70496M21L0_
70542	70589	L0T70542M21L0_
70589	70635	L0T70589M21L0_
70635	70682	L0T70635M21L0_
70682	70728	L0T70682M21L0_
70728	70774	L0T70728M21L0_
70774	70821	L0T70774M21L0_
70821	70867	L0T70821M36L0_L1T70821M19L1_
70867	70914	L0T70867M58L0_
70914	70960	L0T70914M33L0_L1T70914M8L1_L2T70914M4L2_L3T70914M1L3_
70960	71007	L0T70960M36L0_
71007	71053	L0T71007M33L0_L1T71007M8L1_
71053	71100	L0T71053M36L0_
71100	71146	L0T71100M33L0_L1T71100M0L1_L2T71100M1L2_
71146	71192	L0T71146M36L0_
71192	71239	L0T71192M33L0_L1T71192M8L1_
71239	71285	L0T71239M36L0_
71285	71332	L0T71285M33L0_L1T71285M8L1_
71332	71378	L0T71332M36L0_
71378	71425	L0T71378M14L0_L1T71378M0L1_L2T71378M1L2_
71425	71471	L0T71425M14L0_
71471	71517	L0T71471M14L0_
71517	71564	L0T71517M14L0_
71564	71610	L0T71564M14L0_
71610	71657	L0T71610M14L0_
71657	71703	L0T71657M14L0_
71703	71750	L0T71703M14L0_
71750	71796	L0T71750M14L0_
71796	71843	L0T71796M14L0_
71843	71889	L0T71843M14L0_
71889	71935	L0T71889M14L0_
71935	71982	L0T71935M14L0_
71982	72028	L0T71982M3L0_L1T71982M1L1_
72028	72075	L0T72028M0L0_
72075	72121	L0T72075M1L0_L1T72075M1L1_
72121	72168	L0T72121M1L0_
72168	72214	L0T72168M1L0_
72214	72260	L0T72214M59L0_L1T72214M2L1_L2T72214M3L2_L3T72214M1L3_
72260	72307	L0T72260M1L0_
72307	72353	L0T72307M1L0_
72353	72400	L0T72353M1L0_
72400	72446	L0T72400M1L0_
72446	72493	L0T72446M1L0_
72493	72539	L0T72493M1L0_
72539	72586	L0T72539M1L0_
72586	72632	L0T72586M1L0_
72632	72678	L0T72632M1L0_
72678	72725	L0T72678M1L0_
72725	72771	L0T72725M1L0_
72771	72818	L0T72771M60L0_L1T72771M20L1_
72818	72864	L0T72818M61L0_
72864	72911	L0T72864M60L0_L1T72864M20L1_
72911	72957	L0T72911M59L0_
72957	73004	L0T72957M60L0_L1T72957M7L1_L2T72957M1L2_
73004	73050	L0T73004M26L0_
73050	73096	L0T73050M27L0_L1T73050M1L1_
73096	73143	L0T73096M1L0_
73143	73189	L0T73143M1L0_
73189	73236	L0T73189M62L0_L1T73189M2L1_L2T73189M1L2_
73236	73282	L0T73236M28L0_
73282	73329	L0T73282M3L0_L1T73282M0L1_
73329	73375	L0T73329M40L0_
73375	73421	L0T73375M40L0_
73421	73468	L0T73421M40L0_
73468	73514	L0T73468M40L0_
73514	73561	L0T73514M40L0_
73561	73607	L0T73561M40L0_
73607	73654	L0T73607M40L0_
73654	73700	L0T73654M40L0_
73700	73747	L0T73700M40L0_
73747	73793	L0T73747M40L0_
73793	73839	L0T73793M14L0_L1T73793M0L1_
73839	73886	L0T73839M15L0_
73886	73932	L0T73886M15L0_
73932	73979	L0T73932M15L0_
73979	74025	L0T73979M15L0_
74025	74072	L0T74025M15L0_
74072	74118	L0T74072M15L0_
74118	74165	L0T74118M15L0_
74165	74211	L0T74165M15L0_
74211	74257	L0T74211M15L0_
74257	74304	L0T74257M15L0_
74304	74350	L0T74304M15L0_
74350	74397	L0T74350M15L0_
74397	74443	L0T74397M15L0_
74443	74490	L0T74443M15L0_
74490	74536	L0T74490M15L0_
74536	74582	L0T74536M15L0_
74582	74629	L0T74582M15L0_
74629	74675	L0T74629M15L0_
74675	74722	L0T74675M1L0_L1T74675M2L1_L2T74675M1L2_
74722	74768	L0T74722M1L0_
74768	74815	L0T74768M1L0_
74815	74861	L0T74815M40L0_L1T74815M21L1_
74861	74908	L0T74861M63L0_
74908	74954	L0T74908M40L0_L1T74908M21L1_
74954	75000	L0T74954M20L0_
75000	75047	L0T75000M64L0_L1T75000M2L1_L2T75000M1L2_
75047	75093	L0T75047M0L0_
75093	75140	L0T75093M0L0_
75140	75186	L0T75140M0L0_
75186	75233	L0T75186M21L0_L1T75186M0L1_
75233	75279	L0T75233M21L0_
75279	75326	L0T75279M21L0_
75326	75372	L0T75326M0L0_L1T75326M0L1_
75372	75418	L0T75372M0L0_
75418	75465	L0T75418M0L0_
75465	75511	L0T75465M3L0_L1T75465M2L1_L2T75465M1L2_
75511	75558	L0T75511M0L0_
75558	75604	L0T75558M3L0_L1T75558M6L1_
75604	75651	L0T75604M0L0_
75651	75697	L0T75651M28L0_L1T75651M6L1_
75697	75743	L0T75697M1L0_
75743	75790	L0T75743M28L0_L1T75743M6L1_
75790	75836	L0T75790M1L0_
75836	75883	L0T75836M28L0_L1T75836M6L1_
75883	75929	L0T75883M1L0_
75929	75976	L0T75929M28L0_L1T75929M6L1_
75976	76022	L0T75976M1L0_
76022	76069	L0T76022M28L0_L1T76022M6L1_
76069	76115	L0T76069M1L0_
76115	76161	L0T76115M28L0_L1T76115M6L1_
76161	76208	L0T76161M1L0_
76208	76254	L0T76208M1L0_
76254	76301	L0T76254M1L0_
76301	76347	L0T76301M1L0_
76347	76394	L0T76347M1L0_
76394	76440	L0T76394M1L0_
76440	76487	L0T76440M1L0_
76487	76533	L0T76487M1L0_
76533	76579	L0T76533M1L0_
76579	76626	L0T76579M1L0_
76626	76672	L0T76626M1L0_
76672	76719	L0T76672M1L0_
76719	76765	L0T76719M1L0_
76765	76812	L0T76765M1L0_
76812	76858	L0T76812M1L0_
76858	76904	L0T76858M1L0_
76904	76951	L0T76904M1L0_
76951	76997	L0T76951M1L0_
76997	77044	L0T76997M1L0_
77044	77090	L0T77044M1L0_
77090	77137	L0T77090M1L0_
77137	77183	L0T77137M1L0_
77183	77230	L0T77183M1L0_
77230	77276	L0T77230M1L0_
77276	77322	L0T77276M1L0_
77322	77369	L0T77322M1L0_
77369	77415	L0T77369M1L0_
77415	77462	L0T77415M1L0_
77462	77508	L0T77462M1L0_
77508	77555	L0T77508M1L0_
77555	77601	L0T77555M1L0_
77601	77648	L0T77601M1L0_
77648	77694	L0T77648M1L0_
77694	77740	L0T77694M1L0_
77740	77787	L0T77740M1L0_
77787	77833	L0T77787M1L0_
77833	77880	L0T77833M1L0_
77880	77926	L0T77880M1L0_
77926	77973	L0T77926M1L0_
77973	78019	L0T77973M1L0_
78019	78065	L0T78019M1L0_
78065	78112	L0T78065M1L0_
78112	78158	L0T78112M1L0_
78158	78205	L0T78158M1L0_
78205	78251	L0T78205M1L0_
78251	78298	L0T78251M1L0_
78298	78344	L0T78298M1L0_
78344	78391	L0T78344M1L0_
78391	78437	L0T78391M1L0_
78437	78483	L0T78437M1L0_
78483	78530	L0T78483M1L0_
78530	78576	L0T78530M1L0_
78576	78623	L0T78576M1L0_
78623	78669	L0T78623M1L0_
78669	78716	L0T78669M1L0_
78716	78762	L0T78716M1L0_
78762	78809	L0T78762M1L0_
78809	78855	L0T78809M1L0_
78855	78901	L0T78855M1L0_
78901	78948	L0T78901M1L0_
78948	78994	L0T78948M1L0_
78994	79041	L0T78994M1L0_
79041	79087	L0T79041M1L0_
79087	79134	L0T79087M1L0_
79134	79180	L0T79134M1L0_
79180	79226	L0T79180M1L0_
79226	79273	L0T79226M1L0_
79273	79319	L0T79273M1L0_
79319	79366	L0T79319M1L0_
79366	79412	L0T79366M1L0_
79412	79459	L0T79412M1L0_
79459	79505	L0T79459M1L0_
79505	79552	L0T79505M1L0_
79552	79598	L0T79552M1L0_
79598	79644	L0T79598M1L0_
79644	79691	L0T79644M1L0_
79691	79737	L0T79691M1L0_
79737	79784	L0T79737M1L0_
79784	79830	L0T79784M1L0_
79830	79877	L0T79830M1L0_
79877	79923	L0T79877M1L0_
79923	79970	L0T79923M1L0_
79970	80016	L0T79970M1L0_
80016	80062	L0T80016M1L0_
80062	80109	L0T80062M1L0_
80109	80155	L0T80109M1L0_
80155	80202	L0T80155M1L0_
80202	80248	L0T80202M1L0_
80248	80295	L0T80248M1L0_
80295	80341	L0T80295M1L0_
80341	80387	L0T80341M1L0_
80387	80434	L0T80387M1L0_
80434	80480	L0T80434M1L0_
80480	80527	L0T80480M1L0_
80527	80573	L0T80527M1L0_
80573	80620	L0T80573M1L0_
80620	80666	L0T80620M1L0_
80666	80713	L0T80666M1L0_
80713	80759	L0T80713M1L0_
80759	80805	L0T80759M1L0_
80805	80852	L0T80805M1L0_
80852	80898	L0T80852M1L0_
80898	80945	L0T80898M1L0_
80945	80991	L0T80945M1L0_
80991	81038	L0T80991M1L0_
81038	81084	L0T81038M1L0_
81084	81131	L0T81084M1L0_
81131	81177	L0T81131M1L0_
81177	81223	L0T81177M1L0_
81223	81270	L0T81223M1L0_
81270	81316	L0T81270M1L0_
81316	81363	L0T81316M1L0_
81363	81409	L0T81363M1L0_
81409	81456	L0T81409M1L0_
81456	81502	L0T81456M1L0_
81502	81548	L0T81502M1L0_
81548	81595	L0T81548M1L0_
81595	81641	L0T81595M1L0_
81641	81688	L0T81641M1L0_
81688	81734	L0T81688M1L0_
81734	81781	L0T81734M1L0_
81781	81827	L0T81781M1L0_
81827	81874	L0T81827M1L0_
81874	81920	L0T81874M1L0_
81920	81966	L0T81920M1L0_
81966	82013	L0T81966M1L0_
82013	82059	L0T82013M1L0_
82059	82106	L0T82059M1L0_
82106	82152	L0T82106M1L0_
82152	82199	L0T82152M1L0_
82199	82245	L0T82199M1L0_
82245	82292	L0T82245M1L0_
82292	82338	L0T82292M1L0_
82338	82384	L0T82338M1L0_
82384	82431	L0T82384M1L0_
82431	82477	L0T82431M1L0_
82477	82524	L0T82477M1L0_
82524	82570	L0T82524M1L0_
82570	82617	L0T82570M1L0_
82617	82663	L0T82617M1L0_
82663	82709	L0T82663M1L0_
82709	82756	L0T82709M1L0_
82756	82802	L0T82756M1L0_
82802	82849	L0T82802M1L0_
82849	82895	L0T82849M1L0_
82895	82942	L0T82895M1L0_
82942	82988	L0T82942M1L0_
82988	83035	L0T82988M1L0_
83035	83081	L0T83035M1L0_
83081	83127	L0T83081M1L0_
83127	83174	L0T83127M1L0_
83174	83220	L0T83174M1L0_
83220	83267	L0T83220M1L0_
83267	83313	L0T83267M1L0_
83313	83360	L0T83313M1L0_
83360	83406	L0T83360M1L0_
83406	83453	L0T83406M1L0_
83453	83499	L0T83453M1L0_
83499	83545	L0T83499M1L0_
83545	83592	L0T83545M1L0_
83592	83638	L0T83592M1L0_
83638	83685	L0T83638M1L0_
83685	83731	L0T83685M1L0_
83731	83778	L0T83731M1L0_
83778	83824	L0T83778M1L0_
83824	83870	L0T83824M1L0_
83870	83917	L0T83870M1L0_
83917	83963	L0T83917M1L0_
83963	84010	L0T83963M1L0_
84010	84056	L0T84010M1L0_
84056	84103	L0T84056M1L0_
84103	84149	L0T84103M1L0_
84149	84196	L0T84149M1L0_
84196	84242	L0T84196M1L0_
84242	84288	L0T84242M1L0_
84288	84335	L0T84288M1L0_
84335	84381	L0T84335M1L0_
84381	84428	L0T84381M1L0_
84428	84474	L0T84428M1L0_
84474	84521	L0T84474M1L0_
84521	84567	L0T84521M1L0_
84567	84614	L0T84567M1L0_
84614	84660	L0T84614M1L0_
84660	84706	L0T84660M1L0_
84706	84753	L0T84706M1L0_
84753	84799	L0T84753M1L0_
84799	84846	L0T84799M1L0_
84846	84892	L0T84846M1L0_
84892	84939	L0T84892M1L0_
84939	84985	L0T84939M1L0_
84985	85031	L0T84985M1L0_
85031	85078	L0T85031M1L0_
85078	85124	L0T85078M1L0_
85124	85171	L0T85124M1L0_
85171	85217	L0T85171M1L0_
85217	85264	L0T85217M1L0_
85264	85310	L0T85264M1L0_
85310	85357	L0T85310M1L0_
85357	85403	L0T85357M1L0_
85403	85449	L0T85403M1L0_
85449	85496	L0T85449M1L0_
85496	85542	L0T85496M1L0_
85542	85589	L0T85542M1L0_
85589	85635	L0T85589M1L0_
85635	85682	L0T85635M1L0_
85682	85728	L0T85682M1L0_
85728	85775	L0T85728M1L0_
85775	85821	L0T85775M1L0_
85821	85867	L0T85821M1L0_
85867	85914	L0T85867M1L0_
85914	85960	L0T85914M1L0_
85960	86007	L0T85960M1L0_
86007	86053	L0T86007M1L0_
86053	86100	L0T86053M1L0_
86100	86146	L0T86100M1L0_
86146	86192	L0T86146M1L0_
86192	86239	L0T86192M1L0_
86239	86285	L0T86239M1L0_
86285	86332	L0T86285M1L0_
86332	86378	L0T86332M1L0_
86378	86425	L0T86378M1L0_
86425	86471	L0T86425M1L0_
86471	86518	L0T86471M1L0_
86518	86564	L0T86518M1L0_
86564	86610	L0T86564M1L0_
86610	86657	L0T86610M1L0_
86657	86703	L0T86657M1L0_
86703	86750	L0T86703M1L0_
86750	86796	L0T86750M1L0_
86796	86843	L0T86796M1L0_
86843	86889	L0T86843M1L0_
86889	86936	L0T86889M1L0_
86936	86982	L0T86936M1L0_
86982	87028	L0T86982M1L0_
87028	87075	L0T87028M1L0_
87075	87121	L0T87075M1L0_
87121	87168	L0T87121M1L0_
87168	87214	L0T87168M1L0_
87214	87261	L0T87214M1L0_
87261	87307	L0T87261M1L0_
87307	87353	L0T87307M1L0_
87353	87400	L0T87353M1L0_
87400	87446	L0T87400M1L0_
87446	87493	L0T87446M1L0_
87493	87539	L0T87493M1L0_
87539	87586	L0T87539M1L0_
87586	87632	L0T87586M1L0_
87632	87679	L0T87632M1L0_
87679	87725	L0T87679M1L0_
87725	87771	L0T87725M1L0_
87771	87818	L0T87771M1L0_
87818	87864	L0T87818M1L0_
87864	87911	L0T87864M1L0_
87911	87957	L0T87911M1L0_
87957	88004	L0T87957M1L0_
88004	88050	L0T88004M1L0_
88050	88097	L0T88050M1L0_
88097	88143	L0T88097M1L0_
88143	88189	L0T88143M1L0_
88189	88236	L0T88189M1L0_
88236	88282	L0T88236M1L0_
88282	88329	L0T88282M1L0_
88329	88375	L0T88329M1L0_
88375	88422	L0T88375M1L0_
88422	88468	L0T88422M1L0_
88468	88514	L0T88468M1L0_
88514	88561	L0T88514M1L0_
88561	88607	L0T88561M1L0_
88607	88654	L0T88607M1L0_
88654	88700	L0T88654M1L0_
88700	88747	L0T88700M1L0_
88747	88793	L0T88747M1L0_
88793	88840	L0T88793M1L0_
88840	88886	L0T88840M1L0_
88886	88932	L0T88886M1L0_
88932	88979	L0T88932M1L0_
88979	89025	L0T88979M1L0_
89025	89072	L0T89025M1L0_
89072	89118	L0T89072M1L0_
89118	89165	L0T89118M65L0_L1T89118M0L1_L2T89118M1L2_
89165	89211	L0T89165M65L0_
89211	89258	L0T89211M65L0_
89258	89304	L0T89258M65L0_
89304	89350	L0T89304M65L0_
89350	89397	L0T89350M65L0_
89397	89443	L0T89397M65L0_
89443	89490	L0T89443M65L0_
89490	89536	L0T89490M65L0_
89536	89583	L0T89536M65L0_
89583	89629	L0T89583M65L0_
89629	89675	L0T89629M65L0_
89675	89722	L0T89675M65L0_
89722	89768	L0T89722M65L0_
89768	89815	L0T89768M65L0_
89815	89861	L0T89815M65L0_
89861	89908	L0T89861M65L0_
89908	89954	L0T89908M65L0_
89954	90001	L0T89954M65L0_
90001	90047	L0T90001M65L0_
90047	90093	L0T90047M65L0_
90093	90140	L0T90093M65L0_
90140	90186	L0T90140M65L0_
90186	90233	L0T90186M65L0_
90233	90279	L0T90233M65L0_
90279	90326	L0T90279M65L0_
90326	90372	L0T90326M65L0_
90372	90419	L0T90372M65L0_
90419	90465	L0T90419M65L0_
90465	90511	L0T90465M65L0_
90511	90558	L0T90511M65L0_
90558	90604	L0T90558M65L0_
90604	90651	L0T90604M65L0_
90651	90697	L0T90651M65L0_
90697	90744	L0T90697M65L0_
90744	90790	L0T90744M65L0_
90790	90836	L0T90790M65L0_
90836	90883	L0T90836M65L0_
90883	90929	L0T90883M65L0_
90929	90976	L0T90929M65L0_
90976	91022	L0T90976M65L0_
91022	91069	L0T91022M65L0_
91069	91115	L0T91069M65L0_
91115	91162	L0T91115M65L0_
91162	91208	L0T91162M65L0_
91208	91254	L0T91208M65L0_
91254	91301	L0T91254M65L0_
91301	91347	L0T91301M65L0_
91347	91394	L0T91347M65L0_
91394	91440	L0T91394M65L0_
91440	91487	L0T91440M65L0_
91487	91533	L0T91487M65L0_
91533	91580	L0T91533M65L0_
91580	91626	L0T91580M65L0_
91626	91672	L0T91626M65L0_
91672	91719	L0T91672M65L0_
91719	91765	L0T91719M65L0_
91765	91812	L0T91765M65L0_
91812	91858	L0T91812M65L0_
91858	91905	L0T91858M65L0_
91905	91951	L0T91905M65L0_
91951	91997	L0T91951M65L0_
91997	92044	L0T91997M65L0_
92044	92090	L0T92044M65L0_
92090	92137	L0T92090M65L0_
92137	92183	L0T92137M65L0_
92183	92230	L0T92183M65L0_
92230	92276	L0T92230M65L0_
92276	92323	L0T92276M65L0_
92323	92369	L0T92323M65L0_
92369	92415	L0T92369M65L0_
92415	92462	L0T92415M65L0_
92462	92508	L0T92462M65L0_
92508	92555	L0T92508M65L0_
92555	92601	L0T92555M65L0_
92601	92648	L0T92601M65L0_
92648	92694	L0T92648M65L0_
92694	92740	L0T92694M65L0_
92740	92787	L0T92740M65L0_
92787	92833	L0T92787M65L0_
92833	92880	L0T92833M65L0_
92880	92926	L0T92880M65L0_
92926	92973	L0T92926M65L0_
92973	93019	L0T92973M65L0_
93019	93066	L0T93019M65L0_
93066	93112	L0T93066M65L0_
93112	93158	L0T93112M65L0_
93158	93205	L0T93158M65L0_
93205	93251	L0T93205M65L0_
93251	93298	L0T93251M65L0_
93298	93344	L0T93298M65L0_
93344	93391	L0T93344M65L0_
93391	93437	L0T93391M65L0_
93437	93484	L0T93437M65L0_
93484	93530	L0T93484M65L0_
93530	93576	L0T93530M65L0_
93576	93623	L0T93576M65L0_
93623	93669	L0T93623M65L0_
93669	93716	L0T93669M65L0_
93716	93762	L0T93716M65L0_
93762	93809	L0T93762M65L0_
93809	93855	L0T93809M65L0_
93855	93901	L0T93855M65L0_
93901	93948	L0T93901M65L0_
93948	93994	L0T93948M65L0_
93994	94041	L0T93994M65L0_
94041	94087	L0T94041M65L0_
94087	94134	L0T94087M65L0_
94134	94180	L0T94134M65L0_
94180	94227	L0T94180M65L0_
94227	94273	L0T94227M65L0_
94273	94319	L0T94273M65L0_
94319	94366	L0T94319M65L0_
94366	94412	L0T94366M65L0_
94412	94459	L0T94412M65L0_
94459	94505	L0T94459M65L0_
94505	94552	L0T94505M65L0_
94552	94598	L0T94552M65L0_
94598	94645	L0T94598M65L0_
94645	94691	L0T94645M65L0_
94691	94737	L0T94691M65L0_
94737	94784	L0T94737M65L0_
94784	94830	L0T94784M65L0_
94830	94877	L0T94830M65L0_
94877	94923	L0T94877M65L0_
94923	94970	L0T94923M65L0_
94970	95016	L0T94970M65L0_
95016	95062	L0T95016M65L0_
95062	95109	L0T95062M65L0_
95109	95155	L0T95109M65L0_
95155	95202	L0T95155M65L0_
95202	95248	L0T95202M65L0_
95248	95295	L0T95248M65L0_
95295	95341	L0T95295M65L0_
95341	95388	L0T95341M65L0_
95388	95434	L0T95388M65L0_
95434	95480	L0T95434M65L0_
95480	95527	L0T95480M65L0_
95527	95573	L0T95527M65L0_
95573	95620	L0T95573M65L0_
95620	95666	L0T95620M65L0_
95666	95713	L0T95666M65L0_
95713	95759	L0T95713M65L0_
95759	95806	L0T95759M65L0_
95806	95852	L0T95806M65L0_
95852	95898	L0T95852M65L0_
95898	95945	L0T95898M65L0_
95945	95991	L0T95945M65L0_
95991	96038	L0T95991M65L0_
96038	96084	L0T96038M5L0_L1T96038M0L1_
96084	96131	L0T96084M5L0_
96131	96177	L0T96131M5L0_
96177	96223	L0T96177M5L0_
96223	96270	L0T96223M5L0_
96270	96316	L0T96270M5L0_
96316	96363	L0T96316M10L0_L1T96316M6L1_L2T96316M1L2_
96363	96409	L0T96363M10L0_
96409	96456	L0T96409M10L0_
96456	96502	L0T96456M10L0_
96502	96549	L0T96502M10L0_
96549	96595	L0T96549M10L0_
96595	96641	L0T96595M10L0_
96641	96688	L0T96641M10L0_
96688	96734	L0T96688M10L0_
96734	96781	L0T96734M10L0_
96781	96827	L0T96781M10L0_
96827	96874	L0T96827M10L0_
96874	96920	L0T96874M10L0_
96920	96967	L0T96920M10L0_
96967	97013	L0T96967M10L0_
97013	97059	L0T97013M10L0_
97059	97106	L0T97059M10L0_
97106	97152	L0T97106M10L0_
97152	97199	L0T97152M10L0_
97199	97245	L0T97199M10L0_
97245	97292	L0T97245M10L0_
97292	97338	L0T97292M10L0_
97338	97384	L0T97338M10L0_
97384	97431	L0T97384M10L0_
97431	97477	L0T97431M10L0_
97477	97524	L0T97477M10L0_
97524	97570	L0T97524M10L0_
97570	97617	L0T97570M10L0_
97617	97663	L0T97617M10L0_
97663	97710	L0T97663M10L0_
97710	97756	L0T97710M10L0_
97756	97802	L0T97756M10L0_
97802	97849	L0T97802M10L0_
97849	97895	L0T97849M10L0_
97895	97942	L0T97895M10L0_
97942	97988	L0T97942M10L0_
97988	98035	L0T97988M10L0_
98035	98081	L0T98035M10L0_
98081	98128	L0T98081M10L0_
98128	98174	L0T98128M10L0_
98174	98220	L0T98174M10L0_
98220	98267	L0T98220M10L0_
98267	98313	L0T98267M10L0_
98313	98360	L0T98313M10L0_
98360	98406	L0T98360M10L0_
98406	98453	L0T98406M10L0_
98453	98499	L0T98453M25L0_L1T98453M0L1_
98499	98545	L0T98499M0L0_
98545	98592	L0T98545M66L0_L1T98545M0L1_
98592	98638	L0T98592M66L0_
98638	98685	L0T98638M66L0_
98685	98731	L0T98685M66L0_
98731	98778	L0T98731M66L0_
98778	98824	L0T98778M66L0_
98824	98871	L0T98824M66L0_
98871	98917	L0T98871M66L0_
98917	98963	L0T98917M66L0_
98963	99010	L0T98963M66L0_
99010	99056	L0T99010M67L0_L1T99010M0L1_
99056	99103	L0T99056M66L0_
99103	99149	L0T99103M66L0_
99149	99196	L0T99149M66L0_
99196	99242	L0T99196M66L0_
99242	99289	L0T99242M66L0_
99289	99335	L0T99289M66L0_
99335	99381	L0T99335M66L0_
99381	99428	L0T99381M66L0_
99428	99474	L0T99428M66L0_
99474	99521	L0T99474M66L0_
99521	99567	L0T99521M2L0_L1T99521M0L1_
99567	99614	L0T99567M3L0_
99614	99660	L0T99614M20L0_L1T99614M0L1_
99660	99706	L0T99660M21L0_
99706	99753	L0T99706M48L0_L1T99706M0L1_
99753	99799	L0T99753M0L0_
99799	99846	L0T99799M66L0_L1T99799M0L1_
99846	99892	L0T99846M2L0_
99892	99939	L0T99892M3L0_
99939	99985	L0T99939M20L0_L1T99939M0L1_
99985	100032	L0T99985M21L0_
100032	100078	L0T100032M48L0_L1T100032M0L1_
100078	100124	L0T100078M0L0_
100124	100171	L0T100124M66L0_L1T100124M0L1_
100171	100217	L0T100171M2L0_
100217	100264	L0T100217M3L0_
100264	100310	L0T100264M20L0_L1T100264M0L1_
100310	100357	L0T100310M21L0_
100357	100403	L0T100357M48L0_L1T100357M0L1_
100403	100450	L0T100403M0L0_
100450	100496	L0T100450M66L0_L1T100450M0L1_
100496	100542	L0T100496M2L0_
100542	100589	L0T100542M3L0_
100589	100635	L0T100589M20L0_L1T100589M0L1_
100635	100682	L0T100635M21L0_
100682	100728	L0T100682M48L0_L1T100682M0L1_
100728	100775	L0T100728M0L0_
100775	100821	L0T100775M14L0_L1T100775M0L1_
100821	100867	L0T100821M2L0_
100867	100914	L0T100867M2L0_
100914	100960	L0T100914M2L0_
100960	101007	L0T100960M2L0_
101007	101053	L0T101007M2L0_
101053	101100	L0T101053M2L0_
101100	101146	L0T101100M2L0_
101146	101193	L0T101146M2L0_
101193	101239	L0T101193M2L0_
101239	101285	L0T101239M2L0_
101285	101332	L0T101285M2L0_
101332	101378	L0T101332M2L0_
101378	101425	L0T101378M2L0_
101425	101471	L0T101425M2L0_
101471	101518	L0T101471M2L0_
101518	101564	L0T101518M2L0_
101564	101611	L0T101564M2L0_
101611	101657	L0T101611M2L0_
101657	101703	L0T101657M2L0_
101703	101750	L0T101703M68L0_L1T101703M0L1_
101750	101796	L0T101750M2L0_
101796	101843	L0T101796M2L0_
101843	101889	L0T101843M2L0_
101889	101936	L0T101889M2L0_
101936	101982	L0T101936M2L0_
101982	102028	L0T101982M2L0_
102028	102075	L0T102028M2L0_
102075	102121	L0T102075M2L0_
102121	102168	L0T102121M2L0_
102168	102214	L0T102168M2L0_
102214	102261	L0T102214M2L0_
102261	102307	L0T102261M2L0_
102307	102354	L0T102307M2L0_
102354	102400	L0T102354M2L0_
102400	102446	L0T102400M2L0_
102446	102493	L0T102446M2L0_
102493	102539	L0T102493M2L0_
102539	102586	L0T102539M2L0_
102586	102632	L0T102586M2L0_
102632	102679	L0T102632M2L0_
102679	102725	L0T102679M2L0_
102725	102772	L0T102725M2L0_
102772	102818	L0T102772M2L0_
102818	102864	L0T102818M2L0_
102864	102911	L0T102864M2L0_
102911	102957	L0T102911M69L0_L1T102911M22L1_L2T102911M1L2_
102957	103004	L0T102957M0L0_
103004	103050	L0T103004M14L0_L1T103004M0L1_
103050	103097	L0T103050M0L0_
103097	103143	L0T103097M65L0_L1T103097M0L1_
103143	103189	L0T103143M65L0_
103189	103236	L0T103189M14L0_L1T103189M12L1_L2T103189M1L2_
103236	103282	L0T103236M14L0_
103282	103329	L0T103282M14L0_
103329	103375	L0T103329M14L0_
103375	103422	L0T103375M14L0_
103422	103468	L0T103422M14L0_
103468	103515	L0T103468M14L0_
103515	103561	L0T103515M14L0_
103561	103607	L0T103561M14L0_
103607	103654	L0T103607M14L0_
